	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
AF001548.5	31	18	60	66	80	56	39	57	39	130
AF064858.6	26	22	767	17	6	104	69	14	87	22
AF064858.8	17	41	42	13	0	38	35	10	31	26
AF127936.9	20	10	24	175	218	134	118	76	179	95
AF131215.2	2	19	36	138	114	162	46	80	263	84
AF131215.9	1	9	19	86	82	115	21	47	118	35
AFAP1	438	729	1464	1242	4091	2810	2571	2685	3890	3244
AFAP1L1	81	34	202	320	213	218	223	276	252	95
AFAP1L2	97	282	442	987	596	1218	1242	906	1035	958
AFF1	389	332	1196	4035	4118	6359	3553	3928	6618	5263
AFF3	7	9	58	44	41	358	276	461	1085	202
AFF4	395	274	1320	2724	4594	3850	2694	2778	4561	5341
AFG3L1P	161	1631	351	489	449	636	265	182	548	339
AFG3L2	300	498	771	3083	1844	6187	2655	2425	6158	6237
AFMID	451	627	599	1853	1833	1022	1020	316	885	645
AFTPH	253	154	462	1941	3217	2600	1819	1374	3003	3163
AGA	317	232	351	363	1067	699	999	585	802	751
AGAP1	362	1605	1239	1432	2835	4992	1730	2644	3718	3334
AGAP10	57	10	70	202	116	163	55	50	111	41
AGAP2	86	47	103	257	57	242	139	86	513	315
AGAP2-AS1	107	174	187	761	459	151	222	113	129	101
AGAP3	1025	2098	3143	4262	4146	2236	1113	1230	1823	1297
AGAP4	4	40	20	78	113	101	27	12	75	14
AGAP6	33	204	86	377	260	240	102	67	223	90
AGBL2	5	21	18	104	45	94	9	17	47	45
AGBL3	14	7	32	217	83	44	71	39	58	15
AGBL5	198	934	722	1832	3194	1255	1286	954	1243	958
AGER	41	48	75	119	97	171	77	45	107	76
AGFG1	742	940	759	2411	4975	2697	2568	1756	3171	3505
AGFG2	391	929	1710	2134	1743	4925	1414	2092	3675	4646
AGGF1	329	173	702	1095	2708	1404	1238	929	1707	1702
AGK	244	246	462	312	1236	1042	1016	811	1061	919
AGL	184	84	254	995	627	1994	1448	1806	2187	2096
AGMAT	320	551	679	2884	1266	1219	975	605	1011	1540
AGMO	47	11	7	12	127	56	23	94	41	178
AGO1	278	448	628	1395	888	2075	920	1188	2254	2155
AGO2	545	1356	1263	2786	4701	2348	1101	1257	2473	2361
AGO3	136	126	249	984	663	748	463	492	846	520
AGO4	152	160	430	935	1029	1156	877	840	1076	678
AGPAT1	552	1843	1608	1847	4003	3564	2365	2085	3248	2887
AGPAT2	3708	4724	4010	7848	7447	9863	4209	2735	4090	12380
AGPAT3	753	2836	2706	2978	4484	6709	3154	3076	6589	7756
AGPAT4	43	60	298	233	189	276	295	334	165	277
AGPAT5	682	375	1061	2506	1489	1665	1663	1374	1944	2413
AGPAT6	627	994	1425	2092	4501	2874	1492	1422	2665	2615
AGPAT9	40	16	234	436	217	1066	1354	857	1648	2658
AGPS	573	311	1058	1781	2285	2866	3035	2275	3796	4583
AGR2	7762	1865	7941	78209	8702	35848	89205	25379	58063	45585
AGR3	534	30	298	6147	80	4306	5627	1743	4100	3118
AGRN	2392	6230	4496	2963	21257	7115	1542	2437	6030	4220
AGT	221	155	315	945	357	266	558	135	350	316
AGTPBP1	162	136	223	1239	683	474	527	405	599	441
AGTRAP	509	993	1040	2685	949	731	1525	757	691	1041
AGXT	57	15	13	9	108	107	61	29	236	29
AHCTF1	197	152	400	1784	1931	1407	816	971	1466	1412
AHCY	6827	34679	13395	22932	37022	6653	10183	5382	7634	8631
AHCYL1	1322	1734	1779	4043	4280	6721	6355	4937	7570	8235
AHCYL2	547	1139	1569	4982	1443	31228	7663	12588	21146	32919
AHDC1	162	388	737	781	417	1165	722	1020	1195	678
AHI1	173	84	276	990	892	623	665	440	720	315
AHNAK	2968	1460	12574	6882	13068	62649	32484	49493	53983	40232
AHNAK2	118	78	1348	256	1078	1409	1348	4778	546	753
AHR	396	316	1199	6765	2247	2173	3049	1763	2484	2079
AHRR	2	93	42	77	32	267	63	62	218	132
AHSA1	2422	4008	3732	12599	5647	3944	5006	2622	5273	4778
AHSA2	250	292	631	1290	1391	1442	330	327	1069	339
AIDA	86	91	287	1083	1053	575	1232	877	698	899
AIF1	114	22	534	1502	196	587	2617	768	807	1528
AIF1L	31	29	244	641	401	380	597	692	702	227
AIFM1	1318	1642	1627	3702	2574	3847	2299	1956	3804	5407
AIFM2	461	822	1162	1526	2553	2014	970	1038	1313	2602
AIFM3	496	1940	981	628	758	4284	1255	1094	2623	2178
AIG1	384	385	1216	2073	2924	768	1436	930	1003	1079
AIM1	700	657	984	2450	859	6334	3070	3657	7244	16493
AIM1L	188	432	767	298	1262	1996	240	412	1275	1857
AIM2	16	2	18	201	9	71	111	36	454	162
AIMP1	647	265	943	4256	3982	2203	3029	1517	2481	2243
AIMP2	353	771	844	1404	1557	1270	1231	656	1216	1254
AIP	1111	4021	1811	4093	5005	1998	2843	1852	2317	1978
AJUBA	215	258	463	587	1606	130	114	133	118	94
AK1	147	57	106	635	1055	1018	654	613	658	1172
AK2	1629	1501	2736	5907	4702	5687	8185	3501	5998	8959
AK3	1172	382	1601	8903	6816	6637	6668	4764	5763	7424
AK4	351	189	545	2300	526	957	1783	1498	1168	1244
AK7	24	6	37	116	16	157	243	105	109	370
AK8	6	7	22	136	47	21	38	28	31	7
AK9	68	33	70	93	450	240	306	245	266	267
AKAP1	1803	9697	4701	8990	14993	11570	5876	5620	10791	9448
AKAP10	263	159	506	2076	1836	1228	1328	854	1332	1155
AKAP11	287	332	753	1721	7773	2141	1969	1970	2820	2041
AKAP12	299	22	3036	688	955	2033	3813	4713	1560	1261
AKAP13	639	981	2044	3513	4218	9453	2400	3838	10407	8514
AKAP17A	810	1485	1446	2152	2836	2405	999	709	1883	1614
AKAP3	16	3	2	106	63	28	64	58	120	63
AKAP5	50	10	124	290	74	652	580	225	1139	696
AKAP6	35	19	168	163	128	254	1203	815	189	206
AKAP7	193	78	112	563	157	1530	862	662	1556	602
AKAP8	282	906	766	1563	2034	1979	1137	855	1811	1698
AKAP8L	349	1007	580	1815	1696	1501	694	607	1189	804
AKAP9	255	150	597	1958	2756	7301	1760	2484	6277	8375
AKIP1	229	239	435	850	977	493	776	484	534	520
AKIRIN1	604	329	872	2735	2667	3837	3953	2238	3431	3292
AKIRIN2	672	540	1085	1831	2765	1282	1687	857	1516	2343
AKNA	385	859	1091	2538	2320	3557	1499	1265	5683	3677
AKR1A1	2971	4447	3706	9646	3991	6253	7588	3350	5839	7558
AKR1B1	238	96	1924	1614	2179	1373	2166	1594	1956	1301
AKR1B10	379	38	139	103	12	5183	1632	3700	4086	8462
AKR1C1	114	9	105	1264	162	896	315	332	491	84
AKR1C2	131	4	81	42	131	239	365	309	244	212
AKR1C3	1342	17	1165	258	4561	4801	3261	3794	3894	5902
AKR1E2	4	40	86	180	111	40	58	46	47	31
AKR7A2	494	812	2069	3523	1606	3456	2297	1868	2680	2781
AKR7A3	420	729	1406	2842	743	2555	1344	1085	1425	3108
AKR7L	37	53	126	158	95	191	30	32	98	169
AKT1	1936	4564	4376	4981	4052	7262	5680	4645	7535	6911
AKT1S1	615	1524	1458	3036	4080	2899	1805	1579	2601	2634
AKT2	1157	5512	2920	7340	5079	4947	3825	2793	4753	4334
AKT3	117	29	533	531	1042	580	1520	1625	591	527
AKTIP	168	223	451	748	1597	1080	1299	861	865	1172
AL133243.1	4	2	7	41	55	38	12	24	39	28
AL133243.2	2	3	13	90	17	34	11	7	20	24
AL136419.6	9	6	20	48	14	49	30	23	37	26
AL162151.3	28	141	41	119	20	12	35	23	21	40
AL450992.2	0	4	11	19	14	29	25	11	36	19
ALAD	787	1337	1367	3123	2521	4461	2940	2347	4195	3340
ALAS1	1020	1037	1511	3878	4377	5203	3271	2862	4865	8802
ALCAM	820	467	1428	918	1718	1079	2006	1283	1573	1301
ALDH16A1	467	2388	1063	3353	2276	2492	988	784	2116	2455
ALDH18A1	1209	3140	3675	8609	11666	9088	2833	3545	9206	9785
ALDH1A1	663	36	1360	7351	878	5082	10055	7889	4479	5873
ALDH1A2	34	0	23	66	10	61	199	109	184	13
ALDH1A3	149	60	466	1368	1441	258	851	562	443	155
ALDH1B1	1944	5735	4126	4276	5129	4236	5425	4303	4944	5769
ALDH1L1	247	12	226	51	105	331	354	731	561	2780
ALDH1L2	78	17	124	248	167	251	248	378	410	298
ALDH2	4700	3576	4602	7410	7412	14654	11121	11820	11392	20764
ALDH3A1	685	249	105	299	411	346	122	240	508	280
ALDH3A2	1104	622	1226	4934	2797	4410	4494	3602	4338	6144
ALDH3B1	391	1979	1391	3375	1890	1398	1216	1036	1708	1076
ALDH3B2	61	381	12	35	32	4	48	4	13	21
ALDH4A1	254	258	521	569	3163	362	247	313	351	347
ALDH5A1	255	505	409	1193	3013	1396	607	821	2317	1016
ALDH6A1	258	334	339	3499	707	2291	1123	1509	2274	2460
ALDH7A1	1009	747	1440	200	2598	2499	1968	2219	2935	3595
ALDH9A1	862	1290	1506	4685	4250	5047	4247	3742	4943	5216
ALDOA	30593	59250	82173	65194	54522	70844	51238	39775	56859	89498
ALDOB	159	377	1084	1027	456	133	36	1431	234	156
ALDOC	917	1961	713	4874	2529	920	882	531	1509	516
ALG1	464	947	1412	1110	1757	1214	1179	694	1411	1126
ALG10	14	8	38	183	146	120	146	107	142	145
ALG10B	45	20	73	242	617	282	276	204	366	246
ALG11	30	55	85	313	1230	423	480	195	474	457
ALG12	167	2141	481	556	439	1009	803	500	1090	1093
ALG13	404	474	575	2209	819	1454	1315	906	1139	1048
ALG14	214	188	200	384	723	903	820	430	786	964
ALG1L	49	52	7	122	132	13	28	58	8	52
ALG1L2	4	18	4	75	11	21	15	10	33	9
ALG1L6P	3	20	8	20	45	40	30	7	37	10
ALG2	463	553	856	2673	2720	1452	1639	963	1777	1810
ALG3	930	2823	1351	3527	3764	2104	1677	1088	2084	2090
ALG5	847	338	870	2305	6274	1355	3261	1077	1661	1735
ALG6	148	50	115	646	430	656	528	366	733	794
ALG8	424	171	538	630	2274	971	1048	699	1143	1184
ALG9	77	47	95	384	457	292	262	278	353	304
ALKBH1	168	93	211	1353	380	396	524	350	446	475
ALKBH2	221	389	592	1604	389	254	537	283	312	279
ALKBH3	267	155	446	905	1088	692	756	445	695	722
ALKBH4	135	256	263	732	446	444	459	416	569	513
ALKBH5	712	833	1208	6166	3095	4496	2831	3057	4236	3652
ALKBH6	29	51	43	359	84	87	35	32	69	41
ALKBH7	954	2212	2168	5988	2961	3574	2711	1582	2674	2836
ALKBH8	55	36	82	231	475	286	311	251	410	298
ALMS1	88	127	199	695	605	947	425	561	1194	943
ALMS1-IT1	3	0	8	63	7	10	6	7	9	9
ALOX12	14	21	13	86	71	67	32	31	84	47
ALOX12-AS1	16	23	38	160	150	125	116	85	163	110
ALOX15	4	420	87	341	468	24	65	38	34	39
ALOX15B	6	6	7	249	45	81	16	27	66	9
ALOX5	150	311	1195	1432	654	798	767	648	1644	838
ALOX5AP	392	60	945	980	412	457	1032	482	841	607
ALPI	5	35	69	629	56	1775	539	481	2224	1570
ALPK1	103	107	285	1183	960	971	1155	552	1000	1191
ALPK2	46	1	29	98	15	46	13	40	163	34
ALPK3	44	2297	445	217	1010	169	416	372	226	86
ALPL	111	58	128	191	207	156	200	123	348	213
ALS2	128	132	271	1330	852	751	592	490	817	482
ALS2CL	319	1423	896	997	1690	4045	301	494	1431	502
ALYREF	1442	1854	1826	5247	4309	2315	3143	1264	3175	3496
AMACR	234	131	258	356	1409	1528	539	498	1123	1301
AMBP	88	7	12	38	206	22	15	6	31	4
AMBRA1	375	1117	946	1590	2499	2085	1224	1384	2219	3404
AMD1	1247	422	2005	3493	5099	3766	6931	2835	4122	6283
AMDHD2	192	595	861	898	707	541	270	298	564	532
AMER1	120	459	220	447	383	432	339	289	416	504
AMFR	1439	4870	4833	5032	5380	4531	3960	3339	5679	4895
AMH	122	432	26	218	305	14	7	5	8	7
AMICA1	91	54	427	1172	80	1002	1077	555	1037	900
AMIGO1	63	105	164	442	475	286	584	552	228	445
AMIGO2	690	81	788	829	1050	495	2345	830	503	282
AMMECR1	198	225	320	1470	912	714	638	306	762	1013
AMMECR1L	365	847	692	1587	1771	1687	974	774	1403	1194
AMN	1296	1600	2895	1467	295	6319	1285	1209	4227	7688
AMN1	39	16	46	334	96	92	188	112	94	97
AMOT	701	1025	853	1564	1569	1117	1233	877	1152	1664
AMOTL1	139	43	917	479	728	1242	4810	4504	1114	687
AMOTL2	205	776	1123	1403	5719	1183	1195	1121	969	610
AMPD2	570	1593	1022	2899	2400	1644	688	735	1628	1011
AMPD3	168	220	363	656	1345	674	330	335	1021	372
AMPH	7	2	58	46	35	89	134	187	87	60
AMT	228	520	545	363	593	1711	1042	591	1605	932
AMY2B	6	38	61	363	53	206	30	53	134	70
AMZ2	393	410	747	3030	2977	1261	2216	1312	1757	1360
AMZ2P1	52	40	112	607	409	221	468	246	266	102
ANAPC1	195	170	270	1227	1883	823	585	575	1260	1070
ANAPC10	87	18	129	733	652	262	437	244	292	193
ANAPC11	2556	12353	3635	5228	3353	2244	3764	1726	2211	2416
ANAPC13	535	340	1072	2055	3648	1228	1893	1215	1435	1564
ANAPC15	215	298	350	268	724	829	1047	614	721	809
ANAPC16	1033	791	1744	4893	6547	4446	6961	3923	4729	3896
ANAPC2	528	2082	1080	1933	1514	2201	893	816	1965	1519
ANAPC4	245	91	367	885	1427	1076	859	649	1049	911
ANAPC5	2162	2945	3580	10853	4116	5381	5203	2730	5218	4787
ANAPC7	823	1200	981	1959	1551	1333	1361	989	1513	1307
ANG	404	167	429	1493	576	1371	1976	789	1645	826
ANGEL1	277	787	775	1731	1452	1145	881	856	1263	903
ANGEL2	158	201	373	1159	1610	778	861	733	1024	914
ANGPT1	18	1	100	174	96	174	626	441	222	174
ANGPT2	164	43	165	428	205	111	106	173	149	118
ANGPTL2	575	229	2442	2461	1561	1151	2257	3156	1100	932
ANGPTL4	425	32	182	618	103	274	612	832	105	177
ANK1	6	6	22	25	17	38	88	38	83	35
ANK2	16	21	449	184	139	770	2082	2804	1104	623
ANK3	138	181	329	535	840	3579	1192	2066	2629	2925
ANKAR	12	24	36	105	166	119	69	62	102	44
ANKDD1A	21	27	75	157	73	133	218	165	141	102
ANKDD1B	20	32	64	57	27	321	79	108	207	148
ANKEF1	212	211	185	1016	641	514	319	248	549	656
ANKFY1	448	902	938	2317	2934	4067	2641	2457	4030	5089
ANKH	1108	3027	3495	4490	16205	5655	1482	2451	5264	4539
ANKHD1	27	39	66	215	281	303	139	93	335	272
ANKHD1-EIF4EBP3	14	18	63	96	99	208	71	75	166	181
ANKIB1	463	319	766	2504	2132	1919	1858	1380	2470	1975
ANKLE1	5	24	3	20	82	31	11	11	88	15
ANKLE2	910	1258	1624	5330	1802	2657	1669	1181	2658	2789
ANKMY1	143	826	359	495	490	581	252	235	563	340
ANKMY2	196	116	431	2452	696	1500	1238	960	1314	1531
ANKRA2	145	155	344	734	1256	774	825	431	848	501
ANKRD10	994	2399	1984	4704	13228	3518	2679	1834	2946	2161
ANKRD10-IT1	25	12	20	150	860	203	108	63	198	95
ANKRD11	596	2211	1861	2659	4215	5743	1898	1901	5115	3760
ANKRD12	84	34	218	1066	3606	2344	1137	1052	2433	1861
ANKRD13A	226	317	800	1826	1150	3967	2426	1793	4738	5592
ANKRD13B	221	977	462	685	500	158	106	126	166	102
ANKRD13C	122	100	252	823	677	1210	999	802	1286	1367
ANKRD13D	476	706	703	1591	1331	1015	711	357	854	575
ANKRD16	159	354	291	410	442	298	169	107	229	150
ANKRD17	466	1100	1321	4641	5947	5997	2399	2450	7135	4911
ANKRD18A	11	29	13	171	148	78	22	10	53	32
ANKRD18EP	21	30	36	180	288	122	108	90	194	152
ANKRD19P	8	5	24	52	30	21	2	8	16	18
ANKRD20A5P	14	3	31	96	1	49	36	22	90	21
ANKRD22	197	282	738	1806	1855	744	3708	462	651	2060
ANKRD23	11	21	16	12	25	36	15	13	24	9
ANKRD24	28	143	40	61	31	90	25	42	48	49
ANKRD26	31	20	59	185	370	341	173	170	355	232
ANKRD27	609	1948	1131	4873	4032	2513	1989	1601	2488	2336
ANKRD28	265	427	600	1715	1938	2105	1259	1242	2400	2815
ANKRD29	26	70	69	215	83	109	229	214	207	31
ANKRD32	27	17	101	314	294	317	249	176	345	337
ANKRD33B	4	5	49	78	80	282	88	194	563	168
ANKRD34A	6	1	35	40	25	42	50	43	50	31
ANKRD35	27	3	73	47	31	93	244	201	92	72
ANKRD36	2	10	13	194	54	123	44	37	94	41
ANKRD36B	4	12	17	112	63	42	35	12	92	29
ANKRD36BP2	14	6	39	106	5	325	102	97	395	140
ANKRD36C	13	5	17	187	42	73	32	21	56	26
ANKRD37	290	50	96	537	195	236	210	71	138	125
ANKRD39	137	360	249	801	539	374	475	274	407	246
ANKRD40	298	281	808	2223	2295	1706	2731	1881	1732	1848
ANKRD42	92	85	145	363	484	422	220	227	421	391
ANKRD44	69	71	195	447	214	406	606	566	1121	635
ANKRD46	198	102	369	1012	2060	592	979	689	681	460
ANKRD49	184	127	278	619	1032	512	790	408	682	440
ANKRD50	112	155	373	614	941	880	597	786	977	608
ANKRD52	515	2034	1101	2913	3537	4344	1511	1531	4281	3928
ANKRD54	271	781	801	823	718	977	1249	568	981	1001
ANKRD6	16	5	114	73	167	115	275	179	151	71
ANKRD61	1	27	8	40	20	12	9	2	33	16
ANKRD65	116	21	95	76	37	137	286	422	143	84
ANKRD9	421	945	1120	1680	1068	5905	801	1277	4596	5072
ANKS1A	445	1059	1207	1184	3424	3393	1955	3148	3171	3345
ANKS3	200	549	553	1047	477	611	352	233	455	291
ANKS4B	723	931	1485	1967	2357	3686	1553	1330	3848	5597
ANKS6	357	1009	978	3807	1759	1579	674	518	1114	653
ANKZF1	561	730	906	1907	2114	1538	695	533	1482	909
ANLN	298	136	475	2885	1426	623	410	332	802	1531
ANO1	186	841	756	2187	1149	757	687	729	665	438
ANO10	461	851	868	1326	1910	3960	2256	2411	3371	4827
ANO2	6	6	24	28	14	33	43	30	34	39
ANO6	416	852	1470	6118	7283	1727	2993	3165	2107	1074
ANO7	68	94	256	99	76	1685	198	213	1602	530
ANO7P1	27	71	82	107	86	142	180	72	87	152
ANO8	116	900	251	500	507	629	151	147	371	167
ANO9	1255	12315	3614	4344	2748	5844	725	1023	2885	3103
ANP32A	1013	825	1558	5053	8784	5435	4005	3562	7109	6402
ANP32B	2284	2233	3273	10722	10531	7264	6045	4706	10728	7852
ANP32E	283	76	391	2245	1880	1561	1701	1492	2755	2224
ANPEP	636	118	1294	1538	240	27870	1857	36185	18694	164691
ANTXR1	1382	205	4281	4692	5134	2151	3880	3541	2498	1365
ANTXR2	651	284	2188	3442	5595	6180	6613	7293	5243	6087
ANXA1	1157	117	3203	6021	1980	1676	7080	4329	2043	2483
ANXA11	3978	6548	9732	14360	24939	20944	14284	11858	17519	24963
ANXA13	374	247	215	983	1040	1453	477	818	2001	469
ANXA2	12688	8289	32441	66204	70985	30074	35609	21079	26269	43892
ANXA2P1	8	9	10	31	42	11	4	4	6	18
ANXA2P2	122	188	320	592	683	202	374	207	233	369
ANXA2R	10	15	36	142	25	48	96	43	129	52
ANXA3	1231	388	2992	5951	13112	1128	2903	1308	1523	965
ANXA4	4056	5590	5311	11507	19124	9396	14876	6962	9644	21833
ANXA5	2406	942	6130	11934	14002	4460	10258	7668	5967	6016
ANXA6	1167	579	9630	3620	12217	4296	7832	10333	5527	4875
ANXA7	1885	1809	3104	5333	6923	5892	9984	4652	6990	7437
ANXA9	118	232	217	546	2157	447	152	115	335	235
AOAH	440	292	707	1394	2578	854	768	519	851	1235
AOC1	6179	7700	4191	4119	6218	39422	15797	12495	38474	45031
AOC2	8	5	9	117	8	9	14	9	12	6
AOC3	388	94	2468	765	1471	3390	5889	12800	2270	1748
AOX1	20	6	331	117	71	263	576	614	265	338
AP000254.8	5	4	22	66	79	38	17	29	42	45
AP000347.2	1	32	29	38	19	91	17	22	83	31
AP000432.1	12	4	11	22	42	66	21	28	73	8
AP000439.3	93	127	96	131	282	427	265	157	608	587
AP000442.1	7	10	9	37	36	19	7	13	13	12
AP000487.5	24	15	19	46	53	18	21	7	24	12
AP000648.5	4	4	16	121	121	47	39	50	131	74
AP000892.6	86	34	577	102	513	390	1208	4463	101	210
AP001046.5	4	1	37	72	5	49	17	22	37	27
AP001062.7	7	61	32	64	93	128	22	41	128	116
AP001187.9	225	606	330	490	768	1544	256	313	998	870
AP001258.4	24	41	48	238	310	115	133	58	154	83
AP001372.2	84	16	104	284	158	180	181	148	215	116
AP001469.9	9	43	17	27	45	39	33	16	57	21
AP001505.10	16	26	33	75	60	106	49	35	44	66
AP003068.18	17	18	18	18	99	68	17	27	68	37
AP003068.23	72	61	168	98	457	491	149	165	369	295
AP003068.9	3	24	13	11	20	18	8	11	12	24
AP003774.1	135	481	57	16	259	331	98	81	263	219
AP006285.2	33	42	29	38	73	69	6	3	25	16
AP006621.5	37	112	58	62	151	74	62	44	83	32
AP1AR	269	161	593	1973	4163	1328	1423	978	1698	2595
AP1B1	1310	4094	4367	3981	3023	10221	4478	4433	9716	13673
AP1G1	667	903	1578	3919	5040	5507	3622	2926	6397	8004
AP1G2	820	2511	939	2943	1548	2992	900	588	2144	1947
AP1M1	591	1662	1414	1647	2825	1395	1314	1471	1671	1588
AP1M2	2166	6095	2972	6751	6251	7146	3860	2656	6388	7335
AP1S1	2412	3066	3238	6168	6129	2357	3907	1986	3400	3179
AP1S2	123	57	569	1054	1013	590	2365	1760	749	734
AP1S3	39	76	135	247	316	191	265	62	268	183
AP2A1	1248	10777	4095	8351	5951	5894	3158	3312	5172	7707
AP2A2	871	5213	2229	2006	3375	5589	2711	2869	4734	4786
AP2B1	2476	4418	5895	15688	13439	12966	8990	6885	15681	15716
AP2M1	3957	7930	8390	10923	11004	13125	12331	10866	12644	12944
AP2S1	1458	2894	2261	8312	4381	2984	3569	2105	3032	3944
AP3B1	413	459	1054	739	4354	3078	2463	2036	4245	4850
AP3D1	1918	11725	4313	4745	11472	8874	4694	3902	9551	11406
AP3M1	355	374	835	2047	4414	2156	2365	1930	2838	2703
AP3M2	180	133	241	906	876	426	564	391	617	467
AP3S1	531	167	1060	2316	3290	1643	2578	1734	2042	2348
AP3S2	289	228	545	1133	1439	2746	1107	1244	1881	3407
AP4B1	270	489	395	1815	357	954	759	359	820	927
AP4B1-AS1	8	7	5	47	8	24	14	9	28	15
AP4E1	96	61	184	449	529	676	500	481	777	790
AP4M1	328	499	874	1549	1399	1026	901	649	947	834
AP4S1	98	22	98	654	141	257	603	279	370	277
AP5B1	230	413	632	895	1052	1602	616	641	1361	1727
AP5M1	318	214	737	2065	1179	3202	2501	1687	3378	4185
AP5S1	202	716	472	567	390	747	678	354	859	1033
AP5Z1	537	1420	1397	2646	1961	2176	1076	762	1971	1884
APAF1	225	216	364	1083	807	1914	1440	843	2176	2811
APBA1	41	42	170	288	142	983	296	371	1085	265
APBA2	94	44	149	158	80	182	96	68	174	87
APBA3	299	1245	563	1820	1207	711	535	296	765	555
APBB1	120	50	695	325	439	666	1413	1714	695	506
APBB1IP	34	19	317	650	98	464	495	278	1224	890
APBB2	281	438	1030	712	1676	1124	852	1271	963	1210
APBB3	130	480	319	484	213	702	272	176	447	210
APC	130	67	452	479	1361	1915	1057	1031	1855	2158
APC2	42	345	125	257	213	305	117	147	190	171
APCDD1	779	692	561	370	121051	897	684	689	1374	386
APEH	2246	5062	5045	5589	9816	8217	5400	3409	7308	8949
APEX1	2241	2323	4223	9031	4576	4334	6391	3394	5868	4415
APEX2	893	1778	1709	3032	1796	1928	1349	920	2006	2123
APH1A	2073	5933	5032	12139	12654	12062	10669	6182	12424	13741
APH1B	95	49	213	404	2058	330	437	461	425	276
API5	1055	549	1448	4494	7584	3640	5244	3297	5144	5027
APIP	210	328	270	571	921	847	2795	622	1019	1286
APITD1	23	2	19	163	124	86	136	59	106	127
APITD1-CORT	3	2	3	26	16	20	21	2	14	27
APLF	29	7	85	153	396	78	123	145	92	44
APLN	221	49	69	2319	145	22	131	53	26	125
APLNR	189	178	1218	622	1026	1039	509	480	1109	307
APLP1	23	8	82	47	93	123	232	253	197	91
APLP2	6487	7849	17778	15336	31702	32478	19208	23069	32543	45245
APMAP	1905	2583	2724	7124	2701	3160	3296	3091	3682	4430
APOA1BP	1843	3369	2639	5837	3493	3498	4283	2143	3401	2912
APOBEC1	258	39	16	130	324	41	29	53	28	135
APOBEC3B	127	97	209	830	507	982	358	515	319	2217
APOBEC3C	398	35	545	2879	1135	2660	2479	1483	4072	1398
APOBEC3D	33	11	68	410	77	276	225	75	323	356
APOBEC3F	28	14	107	359	139	198	402	135	276	314
APOBEC3G	39	20	196	1381	188	253	1501	450	532	880
APOBR	691	673	5422	342	924	12304	1433	1843	8692	13916
APOC1	100	34	1850	3495	659	418	371	323	648	193
APOD	235	44	895	1783	654	207	1008	1241	688	639
APOE	822	1002	21454	12700	3131	4347	2916	4352	5487	2783
APOL1	1104	246	1417	3907	743	1732	10953	1311	1749	22737
APOL2	428	253	832	1542	635	1240	5162	889	1206	5806
APOL3	108	55	451	1273	260	715	4065	1135	1181	3278
APOL4	81	48	147	808	200	181	2978	359	242	1219
APOL6	407	333	906	3106	1200	3467	8935	2577	3896	18925
APOLD1	535	235	1417	381	596	1486	270	520	851	290
APOM	53	18	102	54	637	91	89	76	89	118
APOO	178	224	306	788	372	667	643	389	619	721
APOOL	227	296	359	2358	1309	1246	902	909	1216	1608
APOPT1	300	86	325	939	647	727	942	590	680	748
APP	10501	33264	35007	23514	61513	59886	29070	33405	68533	43715
APPBP2	284	138	446	1815	1958	1489	1793	1421	1845	1927
APPL1	267	134	539	1138	3227	2444	2214	1801	3146	2190
APPL2	698	444	1043	2862	1738	9590	3219	3573	7734	15297
APRT	1666	4362	6083	4802	6218	4509	5113	2292	4625	4658
APTR	272	161	290	1707	566	430	631	241	568	372
APTX	465	414	644	2569	1692	926	1361	635	1113	1174
AQP1	395	257	3601	4401	2717	3753	5586	7675	4906	2266
AQP11	47	92	57	222	169	240	168	116	251	396
AQP3	320	101	282	1154	279	592	600	448	1749	400
AQP7	21	32	152	64	388	413	84	186	342	278
AQP8	36	50	770	15	4	34869	2335	16418	39463	26802
AQP9	175	4	329	742	102	15	129	39	7	9
AQR	399	280	709	2109	3414	2570	1503	1452	2989	2887
AR	53	3	97	74	35	133	189	422	106	135
ARAF	1645	6383	3228	4392	2882	6339	3311	2520	5325	5090
ARAP1	823	1955	2355	3845	5942	5598	2262	2720	5645	4878
ARAP2	82	15	237	660	1102	771	600	375	838	1458
ARAP3	145	837	386	453	2516	806	351	379	1343	443
ARCN1	1633	1374	2877	9245	12538	8771	8498	5691	10918	11565
AREG	1153	120	2609	946	3510	5690	1172	365	1058	448
AREL1	337	540	766	2723	1422	3043	1261	1160	3384	3263
ARF1	9381	39524	18770	33616	30726	28740	28742	16132	28120	35097
ARF3	1737	3257	3182	6943	22924	15291	11531	8299	14518	24538
ARF4	2059	809	4294	11556	15857	12168	16236	6062	14249	10929
ARF5	2906	5271	5459	13688	7107	5862	6782	3703	5998	5593
ARF6	1825	1568	2825	6590	3957	11959	8265	5145	12136	13843
ARFGAP1	1349	3886	2953	5974	12049	3593	2089	1317	3129	2733
ARFGAP2	856	1670	2335	3589	6020	5380	3959	3041	5372	5348
ARFGAP3	413	317	1141	3822	2424	1632	3031	1254	2887	1796
ARFGEF1	795	575	1544	2808	4329	3824	2347	2087	4460	5038
ARFGEF2	713	1518	1838	3349	11478	5425	2751	2239	5749	5974
